項目,網址
詳全文：當老大性工具慘遭洗腦　4被害少年「樂在其中」,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240202/
詳全文：他不堪噪音擾眠　匿名信找鄰居小孩「溝通」下場這樣,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240201/
詳全文：【雙喜臨門】蔡正元63歲當爸　本周可望回家團圓,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240093/
詳全文：淫老大藏13少年裸照　相互打槍錄影取樂,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240190/
詳全文：司法院前疊放拒馬　夜間警示不足害騎士撞摔,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240070/
詳全文：偷拍狼出沒清大　校方加高女廁隔板防偷拍,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240195/
詳全文：為籌結婚經費提供帳戶　新人險淪為詐欺共犯,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240196/
詳全文：【勸導片】30警防「待轉大富翁」　1騎士繞行遭勸導離開,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239982/
詳全文：碧砂漁港旁又巨石崩落　居民心中恐懼再現,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240166/
詳全文：向業者揭補教師有愛滋病　女護士GG了,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240039/
詳全文：藥劑師買200元書籍　被詐6萬元,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240181/
詳全文：​麻善大橋上吊　屍懸半空嚇壞人,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240179/
詳全文：手機賊監視器沖水滅證　銷贓遭警逮,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240191/
詳全文：立委王育敏訪視北院　為法警爭權益,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240169/
詳全文：學生按喇叭示警　反遭攔車嗆聲,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240162/
詳全文：哥哥弄髒他的家　潔癖弟燒炭獲救,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240105/
詳全文：【有片】W飯店酒客衝突　男子遭劃傷送醫,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240006/
詳全文：修繕量販店傳倒店　 員工控資方假協商真解雇,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240157/
詳全文：【K律師論點】再怎麼厲害　還是要念點書的,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240139/
詳全文：三寶這樣逆向騎車　目擊駕駛驚呆：哇操！,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240140/
詳全文：騎樓違規擺攤常遭檢舉　店家控訴所長上門恐嚇,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240145/
詳全文：銀行老本無端蒸發　19歲逆子幹的 ,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240112/
詳全文：實習師拖男學生進廁所　舔乳摸雞判8個月,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240120/
詳全文：男子網路匯款轉錯帳　追討時對方竟人間蒸發   ,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240082/
詳全文：高雄式左轉被攔　女冒胞姊身分遭識破,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240104/
詳全文：地下淫宮豢養13少年　老大夜夜選妃逞獸慾,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240051/
詳全文：2起公寓雜物燃燒　警消懷疑人為縱火,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240076/
詳全文：接未成年女友下課　職業軍人竟成猥褻案被告,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239649/
詳全文：國際婦女防暴日　女籃王維琳學防身術,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240056/
詳全文：交友APP亂槍打鳥　型男賣安毒給警遭逮,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240045/
詳全文：​教室頂樓、草叢性侵男童　慣犯要求從輕量刑,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240025/
詳全文：清大圖館有偷拍色狼！　多名女大生受害,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240021/
詳全文：​台7甲南山路段恢復通行　每整點放行10分鐘,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240027/
詳全文：機車藏113個保險套　判刑！法官不信他用得完,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240017/
詳全文：尋歡客要性交易　按摩師「只做純按摩」遭毆,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240015/
詳全文：她赴祭拜兄長頭七　悲慟！途中遇死劫喪命,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240012/
詳全文：毒品控制13少年　戀童男夜夜「選妃」性侵,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240007/
詳全文：「美術教室偷情」　大學講師貼她車又附照,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240009/
詳全文：整形名醫開刀日偷情女醫　「一周嘿咻1次」,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240005/
詳全文：不管漲價！油錶沒到想要位置　女怒飆加油員,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239944/
詳全文：命中注定？小黃違停路中間　騎士要過就被她擊落,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239955/
詳全文：奧客「貨運都知道我」　為證件5字經譙店員,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239961/
詳全文：【凶宅打卡】變調的初戀　醉夫勒斃結髮妻,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1235915/
詳全文：【法律問蘋果】房客被告知屋將改建　不續租竟被扣2月押金,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1238861/
詳全文：男拿棉花棒插獄友肛門　判賠60萬,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239963/
