項目,網址
詳全文：20萬脫北者長居中國　中國持續強制遣返,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240037/
詳全文：妻兒將遭中國遣返北韓　脫北者向港媒求救,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240032/
詳全文：【有片】訪問時大地震　來賓驚慌主播強自鎮定,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240019/
詳全文：【有片】用餐中天搖地動　食客倉皇奔逃,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240014/
詳全文：火車脫軌後墜落峽谷　至少34死26傷,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240008/
詳全文：日本東部外海地震　規模5.8,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240010/
詳全文：十一月十三日世界頭條搶先報,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240004/
詳全文：粉碎被沙國軟禁傳言　黎巴嫩總理：近日返國 ,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1240000/
詳全文：【恐怖IS】哈威雅淪陷3年　伊軍發現亂葬崗埋400人,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239989/
詳全文：印度遊船傾覆　至少16人身亡,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239995/
詳全文：近距離拍照釀禍　兩遊客在尚比亞遭大象踩死 ,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239993/
詳全文：兩台灣男偷獵犀牛　史瓦濟蘭法院重判11年,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239992/
詳全文：習近平抵河內訪問　民眾盼中共學越共走向民主 ,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239991/
詳全文：【生死鬥】5.2公尺長巨蛇發威　小蛇使出捲頭功仍敗北 ,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239984/
詳全文：1.5米長怪鯊有300顆牙　祖先有8000萬年歷史,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239980/
詳全文：【毒氣室】印度空污超嚴重　聯合航空取消航班,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239978/
詳全文：電腦記憶體的運作方式,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1237404/
詳全文：超大膽！電車癡女摸男下體　讓他褲子凸起了,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239976/
詳全文：【過程還原】黎巴嫩總理被騙至沙烏地阿拉伯　照稿宣讀「辭職宣言」,https://tw.appledaily.com/http://www.appledaily.com.tw/realtimenews/article/new/20171113/1239979/
